Rainmm,WindSpeedkmPerH,TemperatureDegreeCelcius,CloudCoverPercentage,Snowfallcm
0.3,11.1,14.6,100,0
0.4,10.3,14.6,93,0
0.1,9.9,15.8,66,0
0,10.5,17.4,100,0
0.1,6,15.8,95,0
0.3,12.2,17,100,0
5,11.2,14.4,100,0
1.3,9.4,13.6,100,0
0.2,12.4,13.1,100,0
0.3,14.4,12.4,100,0
0.1,18.2,11.7,100,0
0.1,17.1,11.1,100,0
0.1,14.8,10.8,99,0
0,14.6,10.6,99,0
0,15.3,10.3,98,0
0.1,14.2,9.7,90,0
0,10.2,9.4,92,0
0,10.6,9.1,93,0
0.1,10,8.7,97,0
0,9.7,8.8,94,0
0,10.3,9,94,0
0.1,10.5,9.4,90,0
0.2,11.1,10.5,100,0
0.2,12.2,11.4,84,0
0.4,13.5,12.6,70,0
0.1,14.7,13.4,54,0
0.1,15.1,14.4,89,0
0.2,15.5,15.1,37,0
0,16.2,14.6,46,0
0,17,15.4,71,0
0,18,15.6,87,0
0,18,14.9,40,0
0,17.6,14.8,32,0
0,15.6,13.9,31,0
0,11.8,12.4,39,0
0,10.4,11.6,35,0
0,10.7,11.1,77,0
0.2,10.6,10.9,81,0
0,11.3,10.4,94,0
0,12,10.3,100,0
0,13.1,10.2,89,0
0,12.5,10.1,100,0
0.1,14.3,10.3,100,0
0.2,13.3,10.3,100,0
0.2,16.3,10.6,100,0
0.2,17.4,10.9,51,0
0.4,17,12.1,100,0
0.3,14.5,12.1,100,0
0.1,16.8,13.2,100,0
0.2,17.6,14.2,41,0
0.2,18.9,15.6,51,0
0.1,18.5,16.4,60,0
0,16.1,16.8,54,0
0,17.2,17.4,53,0
0,17.4,17.5,60,0
0,15.4,17.1,68,0
0,15.3,16.8,44,0
0,10.9,16.2,25,0
0,9.7,14.9,35,0
0,11.2,13.6,99,0
0,10.7,13.1,50,0
0,9,12.4,100,0
0,8.3,12,100,0
0,6.9,11.7,100,0
0,5.3,11.9,98,0
0,8.3,12.2,96,0
0,8.3,11.6,69,0
0,7.8,11.4,100,0
0.1,7.9,12,100,0
0.1,7.7,12.4,38,0
0,9.9,13.6,19,0
0,10.7,14.9,21,0
0,11.5,16,11,0
0,11.7,17.2,1,0
0,12.6,18.1,9,0
0,13,18.8,23,0
0,12.8,19.3,36,0
0,15.6,20.1,83,0
0,16.6,18.3,100,0
0.1,13.3,16.4,53,0
0,10.1,16.5,69,0
0.5,9.6,14.9,61,0
0.1,6.5,14.1,74,0
0.1,6.9,13.5,65,0
0,5.2,12.9,33,0
0,8.4,12.8,100,0
0,9.7,12.8,100,0
0.1,12.6,12.6,100,0
0,11.7,12.2,100,0
0,11.2,11.6,100,0
0,10.2,11.4,100,0
0,10,11.2,100,0
0,10,11.4,100,0
0.1,10.7,12,94,0
0.2,10.9,12.7,96,0
0.2,11.7,14,99,0
0.2,11.5,15,71,0
0.2,11.2,15.9,71,0
0.3,13,17.2,74,0
0.3,14.3,18.2,100,0
0.1,14.4,18.9,66,0
0.1,15.9,19.2,100,0
0.2,16.4,18.9,100,0
0,16.7,18.9,100,0
0.2,17.2,17.4,98,0
0,13.9,16.4,100,0
0,13,15.9,100,0
0,13.7,15.3,100,0
0,12,14.8,100,0
0,11.7,14.2,100,0
0,10.3,13.6,100,0
0.1,11.5,13.1,100,0
0,9.7,13.1,100,0
0,10.7,12.8,100,0
0,12.6,11.9,100,0
0,13.7,12.1,100,0
0,12.8,12.5,100,0
0.2,14.8,13.2,100,0
0.1,13.9,13.6,100,0
0,13.5,15.2,100,0
0,15.5,16.2,100,0
0.3,21.5,17,99,0
3.9,18.9,15.8,91,0
0.3,19.1,16.6,100,0
0.2,15.7,15.2,100,0
0.5,14,15.3,93,0
0.3,12.6,16.4,94,0
0,12.6,16.7,66,0
1.6,12.2,16.8,93,0
0.5,11.2,15.5,100,0
0.8,10,13.9,96,0
0.1,9.3,13.8,100,0
0.1,9.2,13.8,100,0
0.3,10,13.7,100,0
0.1,9.6,13.6,100,0
0,8.5,13.4,100,0
0.6,3.3,13.5,100,0
0.1,5.7,13.4,100,0
0,7.5,13.3,100,0
0,7.1,13.4,100,0
0.2,5.6,13.5,100,0
0.3,6.8,14.1,100,0
0.1,6.2,14.4,100,0
0.1,7.6,14.8,100,0
0.2,8.5,15,100,0
0.3,8.9,15.8,100,0
0.7,10.3,16.5,98,0
0.5,11.7,17.2,41,0
0.1,12.3,17.9,33,0
0.1,11.8,18.9,16,0
0.1,11.2,19.4,17,0
0.2,10.6,19.2,32,0
0,9.6,18.7,38,0
0,4.9,17.8,12,0
0,0.8,16.5,18,0
0,1,15.5,32,0
0,2.8,14.9,69,0
0,4,14.2,100,0
0,4.5,14.2,78,0
0,7,14.5,36,0
0,4.2,13.6,34,0
0,4.4,13.6,16,0
0,5.1,13.5,21,0
0,5.1,14.1,0,0
0,8,16,0,0
0,6.7,17.1,0,0
0,8.2,18.4,2,0
0.1,11,19.6,25,0
0.3,13.2,20.1,77,0
0.3,14.7,20.5,63,0
0.2,16.3,21.6,95,0
0.2,16.3,21.8,36,0
0.1,19,22.7,96,0
0.1,18.1,22.1,100,0
0,16.7,21.1,100,0
0,14.8,20.4,98,0
0,9,19.1,69,0
0,8.7,18.7,70,0
0.2,9.1,17.2,64,0
0,6.4,15.6,63,0
0,3.3,14.8,12,0
0,4.9,14.6,16,0
0,5.2,14.4,100,0
0.5,7.9,14.4,100,0
0,1.1,14.4,90,0
0,4,13.8,71,0
0,4.1,13.4,44,0
0,1.8,13.6,63,0
0,4,15.4,100,0
0.6,13.3,15,100,0
1.6,6.7,14,100,0
2.4,7.4,13.8,100,0
3.9,12.7,13.5,100,0
1,8.2,12.9,56,0
0,9.5,15.8,23,0
0.1,16.7,17.7,28,0
0.2,16.9,17.5,66,0
0.3,20.4,18,36,0
0.1,19,17.5,19,0
0,17.8,17.6,26,0
0,16.4,16.5,32,0
0,11.1,15.7,20,0
0,8.9,14.2,26,0
0,8.6,12.4,9,0
0,5.8,12,12,0
0,3.8,11.6,19,0
0,1,11.9,30,0
0,3.4,11.1,17,0
0,3.1,11.9,24,0
0,5.4,11.6,26,0
0,8,11.9,28,0
0,9.2,12.1,39,0
0,10,13,28,0
0,9.6,14.1,100,0
0,9.9,13.3,99,0
0.1,11.4,12.9,100,0
0.3,17.4,14.3,97,0
0.2,15.7,14.6,98,0
0.9,12.9,13.2,91,0
0.2,14.2,15.7,100,0
0.3,14,14.2,98,0
0.1,14.3,15.1,84,0
0.2,14.9,15.2,100,0
0.1,16,14.7,92,0
0,13.8,14.2,93,0
0.1,13.4,12.9,100,0
0.1,9.8,12.1,89,0
0.1,8.6,11.2,99,0
0,7.4,11.2,100,0
0,8,11.1,100,0
0,8.6,11.1,100,0
0,9.6,11.2,99,0
0.1,12.6,11.4,100,0
0.1,9.4,11.4,98,0
0,8.3,11.4,100,0
0,8.5,11.5,100,0
0,11.6,11.6,100,0
0.1,13.3,11.6,100,0
0.1,13.1,12.1,97,0
0.2,17.9,13.6,77,0
0.1,18.1,14.6,100,0
0,17.8,14.4,100,0
0.2,19.5,16,100,0
0.4,19.7,15.7,100,0
0.8,18,14.9,100,0
2.1,14.8,13.9,100,0
1.2,13.7,13.8,100,0
0.3,17.8,14.1,100,0
0.3,18.4,14.2,100,0
0.2,15.5,14.1,100,0
0.2,14.7,14.1,100,0
0.2,15.6,14.2,100,0
0.2,14.5,14.1,100,0
0.6,14.8,14.1,100,0
1.2,14,14.1,100,0
1.2,14.3,14.1,100,0
0.6,13.6,14.3,100,0
0.8,13.1,14.1,100,0
0.7,12.6,14.1,100,0
0.5,10.6,13.9,100,0
0.4,9.9,13.9,100,0
0.2,9.7,14.1,100,0
0.1,7.6,14.2,100,0
0.2,8.6,15.9,81,0
0.2,9.4,17.1,34,0
0.5,10.1,18,38,0
0.2,10.2,19,35,0
0.2,9.9,20,38,0
0,6.9,20.2,37,0
0,7.6,21.1,66,0
0,7.8,21.5,64,0
0,7,21.1,100,0
0,8.8,20,43,0
0,7,18.7,32,0
0,7.6,17,8,0
0,6.2,15.6,7,0
0,4.4,14.7,3,0
0,4,14.3,0,0
0,3.6,14,46,0
0,3.1,13.9,86,0
0,3.1,13.3,87,0
0,2.7,13.3,32,0
0,3.1,13.5,1,0
0,4,14.1,0,0
0,6.5,16.4,0,0
0,6.7,18.5,0,0
0,5.4,19.6,0,0
0,5.5,21,31,0
0,6.5,21.7,98,0
0,6.5,21.2,79,0
0,7,22.4,87,0
0,7.7,22.4,100,0
0,11,23.6,83,0
0,10.1,23.8,32,0
0,8.4,24.2,52,0
0,8.3,24.2,14,0
0,4.3,23.9,98,0
0,3.4,22.4,83,0
0,11.1,20,100,0
0,14.7,19.2,100,0
0,16.7,19.5,97,0
0,16.8,19.4,97,0
0,17.6,19.2,100,0
0,18.3,19.2,98,0
0,15.8,18.9,95,0
0,14.6,18.6,76,0
0,15.3,18.1,100,0
0,12.6,17.8,37,0
0,10,17.5,8,0
0,9,17.8,4,0
0,7.5,18.9,14,0
0,7.2,20.5,80,0
0,9.4,21.7,96,0
0,9.4,22.4,100,0
0,10.5,22.3,100,0
0,8.1,22.5,18,0
0,9.6,24,8,0
0,11.2,24.2,98,0
0,11.7,24.4,100,0
0,10.2,24.1,100,0
0,7.1,23.1,100,0
0,6.2,22,100,0
0.2,11.9,19.8,100,0
0.5,11.2,18.5,100,0
0,13,18.5,100,0
0,13.6,18.2,96,0
0,12.6,17.5,100,0
0,11.1,17.1,59,0
0,11.2,15.3,100,0
0,9.3,14.9,100,0
0,6.7,15,100,0
0,5.8,14.8,99,0
0,4.4,15.3,100,0
0,4.5,15.4,100,0
0,6.5,16.2,100,0
0,3.8,16.2,100,0
0.7,3.6,16,100,0
0.5,6.9,16.3,100,0
0,6.2,18,100,0
0,10.4,17.5,100,0
0.5,8.9,16.2,100,0
0.7,12.3,15.8,100,0
1.6,11.7,14.2,100,0
0.7,9.8,16,100,0
0.3,11.6,15.2,99,0
0,13.5,14.9,28,0
0,13.1,14.2,17,0
0,13.5,13.9,45,0
0,11.7,13.9,33,0
0,12.1,13.6,8,0
0,10.1,13.1,19,0
0,9,12.8,75,0
0,8.7,12.2,34,0
0,8.2,12.1,22,0
0.1,10.5,11.9,100,0
0.4,10,12.1,100,0
0.4,11.6,12.1,100,0
0.3,13.4,12.5,100,0
0.1,17.5,13.4,100,0
0.1,16.5,13.5,100,0
0.1,16.7,14.8,100,0
0.2,19,16.2,100,0
0.2,18.4,15.7,73,0
0.1,13.5,16.5,86,0
0.2,20.1,17.7,50,0
0.2,21.9,17.7,24,0
0.2,20.1,17.1,25,0
0.1,20.4,17.8,34,0
0.3,15.9,17.2,97,0
0,15.4,17,50,0
0.3,13.4,15.1,94,0
0.3,12.6,13.9,99,0
0,13.9,13.9,81,0
0.3,13,12.9,100,0
0.1,15.9,13.1,78,0
0.5,16.4,12.8,100,0
0.1,16.1,12.9,98,0
0.1,16.1,13.1,99,0
0.2,16.1,13.1,100,0
0.2,14.7,12.9,100,0
0.1,17.5,13,100,0
0.3,18.9,13,90,0
0.2,16.3,13.8,98,0
0.1,17.4,14.8,100,0
0.1,20,16.2,100,0
0.2,21.3,16.6,71,0
1.1,23.3,17.6,45,0
0.6,23.1,18.2,61,0
0.3,22.3,18.3,93,0
0.2,21.1,18.4,26,0
0.2,21,18.8,39,0
0.1,18.2,18.6,46,0
0.2,17.2,18,64,0
0.1,11.2,16.8,42,0
0,8.1,15.6,22,0
0,8.7,14.7,67,0
0,6.5,14.3,20,0
0,4.5,13.4,61,0
0,3.9,13.1,100,0
0,2.9,12.6,100,0
0,1.4,13.4,99,0
0,2.1,13.2,100,0
0,4,13.1,100,0
0,3.7,13.9,100,0
0,5.9,14.2,100,0
0,5.4,15,100,0
0,8.4,16.3,82,0
0,8.8,17.3,98,0
0,9.3,18.2,98,0
0,9.3,18.5,52,0
0.2,10,19.2,34,0
0.4,11,20,40,0
0.4,10.9,20.3,55,0
0.2,10.9,20.2,95,0
0.1,9.9,20,100,0
0.1,9.4,19.7,100,0
0,8.1,18.9,100,0
0,5.4,18.1,100,0
0,4.3,16.9,100,0
0,5,15.8,100,0
0,5.3,15.5,99,0
0,4.7,15.4,98,0
0,4.9,14.7,64,0
0,4.4,14.1,15,0
0,5.1,14.8,93,0
0,4.2,14.2,35,0
0,2.1,14.1,100,0
0,2.1,14.3,100,0
0,5.3,15.4,76,0
0,8.7,16.2,44,0
0,11.7,16.9,89,0
0,12.5,17.8,86,0
0,13.4,18.9,100,0
0.2,12.8,19,98,0
0.2,11.7,19.2,92,0
0,9.6,20.3,59,0
2.8,6.2,18.4,88,0
0.6,11,17.2,95,0
0.2,12.6,17.9,99,0
0.1,11.2,17.6,100,0
0.2,8.8,17,100,0
0.1,9.2,16.4,100,0
0.1,7.5,15.7,100,0
0.1,9.4,15.6,100,0
0.1,13.3,15.4,100,0
0,12.3,14.9,72,0
0,10.3,14.4,100,0
0,8.4,14.1,100,0
0,10.2,13.9,100,0
0,8.5,13.7,100,0
0,7.7,13.6,98,0
0,6.7,13.5,55,0
0,7.6,13.7,54,0
0,9.1,13.9,100,0
0,10.1,14.4,95,0
0,9.6,15.5,100,0
0,7.7,16.3,28,0
0,6.6,18.1,39,0
0,8,18.9,50,0
0,10.1,19.4,34,0
0,10.3,19.6,50,0
0,10.2,20,37,0
0,9.4,20.1,60,0
0,9.4,19.5,95,0
0,9.4,18.6,3,0
0,5.2,17.5,1,0
0,4.3,15.2,2,0
0,1.6,13.4,57,0
0,1.1,13.6,100,0
0,0.6,14.5,100,0
0,0.6,15.1,100,0
0,2.4,14.4,100,0
0,1,14.9,100,0
0,0.9,14.8,100,0
0,0.8,14.6,100,0
0,1.4,14.4,100,0
0,2.5,14.8,100,0
0.4,3.4,14.9,100,0
0.8,1.8,14.9,100,0
1,5.2,15.2,100,0
1.1,6.7,15.2,100,0
0.4,4.3,16.6,98,0
0.3,7.1,18.1,100,0
2,9.8,16.9,100,0
0.8,5.9,15.9,100,0
0.6,9.6,15.9,90,0
1.2,9.7,15.2,99,0
0.9,13.7,15.1,89,0
0.5,13.2,14.6,100,0
0.1,13.8,13.9,100,0
0.1,14.4,13.4,99,0
0,14.2,13.1,100,0
0,14,13,100,0
0,13.8,12.9,84,0
0,13.8,12.6,100,0
0,13.8,12.4,100,0
0.1,14,12.4,100,0
0.1,15.5,12.2,100,0
0.1,17.3,12.1,100,0
0,16.9,11.9,100,0
0.1,16.5,11.9,100,0
0,18.1,12.1,100,0
0.1,17.6,12.6,100,0
0.1,17.3,13.8,100,0
0,17.6,15.3,100,0
0.1,17.3,16.1,51,0
0.2,16.7,16,51,0
0.2,16.4,16.8,42,0
0.2,17.1,17.7,47,0
0.3,18.9,17.8,96,0
0.3,18.3,16.2,77,0
0.6,16,15.7,57,0
0.1,17.4,15.4,30,0
0.1,16.3,14.8,20,0
0.1,13,13.6,35,0
0.1,12.5,12.8,21,0
0.1,11.1,12.1,72,0
0.1,9.8,11.6,100,0
0.1,11.5,11.9,85,0
0,11.5,11.4,97,0
0.1,12.9,11.6,96,0
0.1,14.5,11.4,95,0
0.1,13,11,93,0
0.1,13.1,10.7,100,0
0.3,15.9,10.8,100,0
0.4,15.6,10.8,94,0
0.6,15.6,10.9,99,0
0.7,16.3,11.6,100,0
0.1,15.6,11.8,100,0
0.1,15.7,12.5,96,0
0.2,15,13.9,29,0
0.2,15.9,15.6,20,0
0.3,16.6,15.9,37,0
0.2,15.5,16.1,20,0
0.1,14.2,16.5,18,0
0.1,14.4,16.3,90,0
0,10.9,14.6,100,0
0,7.3,14.1,100,0
0.8,6.2,11.8,100,0
0,1,11.3,33,0
0,1.7,10.8,82,0
0,4.2,10.3,90,0
0,2.3,10.4,100,0
0,3.3,10.2,1,0
0,4.3,9.3,2,0
0,4.1,8.9,59,0
0,1.5,9.2,42,0
0,1.4,9.5,1,0
0,3.1,11.1,9,0
0,5.4,12.1,1,0
0,9.9,13.1,9,0
0.2,12.8,13.9,24,0
0.2,13.7,14.8,98,0
0.1,13.3,15.8,69,0
0.2,14.9,16.4,100,0
0.1,15.2,16.5,46,0
0,16.8,16.9,85,0
0,16.3,16.8,67,0
0,15.3,16.6,48,0
0,16.1,16.1,85,0
0.1,7.4,13.4,56,0
0,6.6,13.5,43,0
0,4.4,12.1,98,0
0,4.5,11.6,88,0
0,6.8,12.2,96,0
0,10.8,12.6,56,0
0,10.6,11.8,99,0
0,12.1,11.9,98,0
0,12.5,11.8,85,0
0.1,12.2,11.1,100,0
0.2,13.5,10.9,100,0
0.1,13.6,10.8,100,0
0,13.4,10.7,100,0
0.1,14.6,11.1,98,0
0.3,18.5,11.9,100,0
0.3,19.9,12.1,100,0
0.7,16.7,12,100,0
0.2,18,13.6,98,0
0.2,17.3,14.9,100,0
0,17,14.6,100,0
0,15.7,15.3,97,0
0,17.3,16.4,39,0
0.1,16.2,16,88,0
0,17.1,16.2,52,0
0,15.5,16.2,55,0
0,8.3,15.5,93,0
0,9.2,14.3,99,0
0.1,11,13.4,100,0
0.4,10.2,12.8,100,0
0.4,9.3,12.5,100,0
0.4,9.4,12.6,100,0
0.2,8.6,12.6,100,0
0.4,6.5,12.6,100,0
0.9,6.8,12.4,100,0
0.7,6.7,12.5,100,0
0.1,6.6,12.5,100,0
0.9,9.4,12.4,99,0
1,15.3,12.3,99,0
0.1,13.9,12.6,98,0
0.4,15.1,13.1,87,0
0.6,13.7,14.2,79,0
0.1,15.3,15.8,100,0
0.7,16,14.6,98,0
0.4,13.3,14.2,54,0
0.4,14.9,17,63,0
0,15.2,16.9,93,0
0.4,15.3,15.4,69,0
0.6,13.9,15,99,0
2.1,8.4,13.4,75,0
0.2,14.2,13.2,99,0
0.2,11.1,12.6,79,0
0.2,12.6,12.2,100,0
0.2,12.7,12.1,100,0
0.1,13.3,11.9,100,0
0.2,11.2,11.8,100,0
0.2,11.7,11.6,100,0
0.2,8.7,11.8,100,0
0.2,8.8,11.7,100,0
0.1,11.7,11.5,100,0
0.3,10.3,11.4,100,0
0.2,11.1,11.2,100,0
0.1,10.6,11.4,100,0
0.2,11,11.4,99,0
0.3,12.5,12.2,80,0
0.4,13.1,13.7,50,0
0.4,13,15.3,48,0
0.1,12.8,16.5,27,0
0,13.4,17.5,24,0
4.3,10.8,12.2,99,0
0.2,8.7,13.9,88,0
0.1,13.2,14.9,95,0
0.1,14.2,14.5,96,0
0,9,13.9,70,0
0,12.6,13.6,46,0
0.1,11.2,12.4,100,0
0.2,9.6,12.4,39,0
0.2,9.1,11.8,98,0
0,9.6,11.6,100,0
0.1,8.6,11.6,100,0
0.1,10.5,11.4,100,0
0.1,13.2,11.2,93,0
0,12.5,10.9,95,0
0,13.3,10.5,94,0
0,12.7,10.4,97,0
0,11.7,10.4,100,0
0.1,11.7,10.6,100,0
0.3,12.3,10.7,100,0
0.3,12.4,11.2,99,0
1.1,14.6,11.9,100,0
0.5,14.2,11.2,100,0
1.6,11.7,11.1,100,0
0.6,10.5,11.2,100,0
0.7,12.1,11.2,100,0
0.4,9.9,11.4,100,0
0.1,11.3,12.1,92,0
0,12.6,13.4,92,0
0,11,13.4,98,0
0,9.6,13.4,100,0
0,10.1,13.7,100,0
0,8.8,13.6,100,0
0,10.4,13.4,83,0
0,13,12.6,99,0
1.2,11.2,11.6,98,0
0.2,13.5,11.6,100,0
1,14.4,11.9,100,0
0.9,14,11.9,100,0
0.2,13.6,11.9,100,0
0.1,12.6,11.9,100,0
0.1,13.7,12.1,100,0
0.2,20.4,12.8,99,0
0.5,18.4,13.3,96,0
0.5,16.7,14.4,80,0
0.4,16,15.9,31,0
0.1,13.9,17.2,19,0
0,15.7,18.8,72,0
0.1,15.8,18.9,100,0
0.1,17.4,19.5,100,0
0,17.6,20,96,0
0,18.2,20,99,0
0,17.8,19.8,100,0
0,14.2,18.6,100,0
0,13.2,17.8,98,0
0,14.6,16.6,90,0
0,16.4,16.2,48,0
0,16.9,15.9,95,0
0,14.7,15.9,100,0
0.1,16.3,16.2,100,0
0.4,17.8,16.1,100,0
1.1,16.7,15.9,100,0
0.2,18.6,15.7,100,0
0.7,16.6,15.3,100,0
1.6,14.9,14.9,100,0
0.1,10.4,14,100,0
0.2,5.1,13.4,100,0
2.8,6.4,12.9,100,0
0.9,6.7,12.6,100,0
0.6,6.1,12.6,100,0
0.2,7.5,13.1,100,0
0,11.4,13.4,100,0
0.1,15,14.2,32,0
0.5,16.6,16.1,29,0
0.3,19,17.1,21,0
0,19.1,17.3,18,0
0,20.2,16.5,25,0
0,19.5,15.6,26,0
0,17.6,14.2,25,0
0,16.4,12.9,22,0
0.1,15.8,11.9,22,0
0,13.4,11.1,6,0
0,12.6,10.4,5,0
0,13.5,9.9,15,0
0,13,9.4,5,0
0,11.2,8.9,1,0
0,8.2,8.4,1,0
0,7.1,8.4,0,0
0,8,8.4,18,0
0,10.1,9.2,19,0
0,11.1,10.6,34,0
0,15.7,12,90,0
0.1,16.4,13.3,57,0
0.1,16.7,14.4,75,0
0.2,16.2,15.4,83,0
0.2,16.3,15.7,54,0
0.1,17.7,16.5,69,0
0.1,15.6,16.5,95,0
0,15.3,16.8,40,0
0,15.8,17.5,54,0
0,13.6,16.5,33,0
0,12.1,16,50,0
0,6.2,14.6,14,0
0,5.1,12.2,14,0
0,4.6,11.8,8,0
0,1.6,11.9,16,0
0,2,10.9,99,0
0,2.5,10.3,100,0
0,3.6,10.6,97,0
0,3.9,11.2,100,0
0,7.8,12.2,100,0
0,12.3,12.1,100,0
0,11.6,12.4,96,0
0,11.1,12.9,100,0
0,9.9,14.4,92,0
0,10.6,16,91,0
0,11.6,17,100,0
0,12.2,17.8,100,0
0,12.1,18,100,0
0,12.4,19.2,67,0
0,12.2,19.7,69,0
0,13.7,20.7,65,0
0,14.1,21,97,0
0,14,21.1,100,0
0,13.6,21,100,0
0,10.5,20,87,0
0,8.9,18.3,77,0
0,9.6,17.2,100,0
0,6.5,17.1,100,0
0.3,4,15.6,98,0
0,3.4,15,91,0
0,1.7,14.4,98,0
0,1.8,15,97,0
0,5.7,15.3,69,0
0,5.6,14.3,78,0
0,4.5,14,48,0
0,4,13.2,100,0
0,7.3,15.7,100,0
0,9.9,16.5,90,0
0,12.1,17.8,68,0
0,14.5,19.1,99,0
0,16.3,20.5,100,0
0,17.3,21.4,100,0
0,17.9,21.8,100,0
0,19.7,21.7,100,0
0,21.9,22.1,100,0
0,17.9,21.5,97,0
0,16.3,21.8,100,0
0,13.8,21.2,100,0
0,10.7,20,100,0
0,6.6,18.6,100,0
0,6,17,86,0
0,4.9,15.9,100,0
0,4.9,15.8,99,0
0,4.8,15.4,100,0
0,5.6,15.1,47,0
0,5.6,14.1,15,0
0,3,13.9,6,0
0,4.5,13.6,26,0
0,4.9,13.4,9,0
0,7.7,13.9,8,0
0,11.2,15.4,22,0
0,11.1,18.1,100,0
0,9.4,20.1,100,0
0,9.4,21,100,0
0,9.4,21.2,100,0
0,8.1,21.2,100,0
0,8,22.4,1,0
0,9.1,23.5,0,0
0,9.3,23.9,0,0
0,7.9,24,12,0
0,6.4,24.2,78,0
0,8.3,24,36,0
0,4.5,23.1,24,0
0,7.7,21.7,26,0
0,6.6,19.5,0,0
0,11.4,19.2,0,0
0,13.1,17.8,1,0
0,8.5,16.2,2,0
0,12.2,15.5,2,0
0,14.7,14.1,88,0
0,13.9,13.5,78,0
0,11,13.4,38,0
0,10.7,12.3,2,0
0,10.6,11.5,31,0
0,11.3,11.6,14,0
0,9.6,12.9,2,0
0,8.9,14.6,0,0
0,9.2,16,0,0
0,9.7,17.1,0,0
0,11.3,18.2,13,0
0,13,19.4,48,0
0,13.9,20.4,33,0
0,13.9,19.2,98,0
0,12.7,19.3,93,0
0,12.9,19.8,53,0
0,10.9,19.6,9,0
0,7.2,19.2,13,0
0,4.9,17.5,14,0
0,5.1,15.4,0,0
0,3.5,14.3,0,0
0,4.4,13.9,0,0
0,8,14,0,0
0,8.3,13.8,0,0
0,7.6,12.9,0,0
0,7.1,11.6,0,0
0,4.6,11.8,0,0
0,3.4,11.1,0,0
0,5.4,11.6,0,0
0,9.1,14,0,0
0,8.8,16.2,0,0
0,7.5,18,0,0
0,8.1,18.9,19,0
0,8,19.7,0,0
0,6.6,20.6,0,0
0,6,21.6,0,0
0,4.9,22.5,0,0
0,4,23,1,0
0,4.1,23.1,4,0
0,4.3,23,1,0
0,4.2,22.5,0,0
0,3.8,21.6,0,0
0,3.7,19.1,0,0
0,6.7,17,0,0
0,7.4,15.2,0,0
0,7.6,14.9,0,0
0,8.8,15.3,0,0
0,9.7,15.3,0,0
0,9.1,15.1,0,0
0,10.6,15.7,0,0
0,9.3,15.2,0,0
0,8.5,14.9,8,0
0,9.6,14.9,1,0
0,10.7,15.9,0,0
0,10.5,18.2,3,0
0,10,20.8,21,0
0,10.7,22.1,0,0
0,11.1,23.2,0,0
0,11.4,23.9,0,0
0,12,24.4,0,0
0,11.3,25,0,0
0,11.5,25.5,0,0
0,11.2,25.6,0,0
0,10.5,25.5,12,0
0,7.8,25,87,0
0,7.3,23.6,56,0
0,9.8,21.4,1,0
0,11.5,19.8,0,0
0,12.5,19.4,1,0
0,13.2,19.3,0,0
0,14.7,19.6,0,0
0,13.8,20.1,2,0
0,11.2,19.6,1,0
0,9.4,19.3,1,0
0,9.2,19.8,0,0
0,10.5,20.6,0,0
0,10.3,20.7,1,0
0,8.7,20.8,0,0
0,7.7,21.8,0,0
0,6.7,23.7,0,0
0,5.6,24.9,0,0
0,6,25.9,0,0
0,6.7,26.8,2,0
0,6.6,27.6,0,0
0,7.4,28.1,0,0
0,8.9,28.4,0,0
0,9,28.4,12,0
0,7.4,28.2,8,0
0,5.3,27.8,2,0
0,2.6,26.8,0,0
0,3.8,24,0,0
0,7.3,21.5,0,0
0,8,20.2,0,0
0,6.8,19.3,0,0
0,5.4,19.1,57,0
0,6.5,20,38,0
0,9.5,21.1,98,0
0,10.1,21.7,100,0
0,7.6,21.1,98,0
0,4.6,21.2,54,0
0,4.2,21.8,39,0
0,3.5,21.6,14,0
0,5.2,24.5,0,0
0,7,26.6,0,0
0,5.1,27.7,0,0
0,6.2,28.3,0,0
0,7.6,28.7,0,0
0,6.8,29.3,0,0
0,6.7,30,0,0
0,6.4,30.7,2,0
0,7.7,30.5,13,0
0,3.9,29.9,82,0
0,4.1,29.4,21,0
0,4.7,27.8,6,0
0,5,25.5,4,0
0,6.2,23.5,26,0
0,9.2,23.4,100,0
0,9.2,23.2,98,0
0,5.9,22,24,0
0,6.6,21.9,15,0
0,3.9,21,29,0
0,7.8,18.1,46,0
0,7,18.2,48,0
0,5.2,19.1,6,0
0,0.5,20,1,0
0,4.1,21.5,54,0
0,8.5,23.1,77,0
0,11.7,22.7,6,0
0,8.8,23.8,3,0
0,10.8,24.5,5,0
0,11.9,24.8,13,0
0,12.9,25.2,17,0
0,12.5,25.6,23,0
0,13.8,25.5,4,0
0,12.3,25.1,0,0
0,12.5,24.7,2,0
0,12.8,23.8,4,0
0,11.9,22.8,3,0
0,11.2,21.1,0,0
0,10,19.5,0,0
0,9.3,18.9,0,0
0,11.2,18.5,0,0
0,10.6,17.6,7,0
0,8.8,16.8,23,0
0,10,16.1,3,0
0,9.8,15.5,39,0
0,8.4,15.2,100,0
0,10.3,15.1,100,0
0,8.8,14.6,100,0
0,8.1,14.4,100,0
0,9,14.3,100,0
0,9.5,14.5,100,0
0,11.8,15.2,100,0
0,13.4,16.2,100,0
0.1,12.8,17.1,100,0
0,11.9,18.1,100,0
0,12.2,18.4,99,0
0,13,17.9,100,0
0,13.4,17.9,100,0
0,13.4,17.8,95,0
0,13.1,17.6,43,0
0,13,17.2,26,0
0,11.6,16.1,23,0
0,13,14.9,18,0
